"DOCKET_NUMBER","DOT_NUMBER","OPERATING_AUTHORITY_REGISTRATION_TYPE","SERVE_DATE","REVOCATION_TYPE","EFFECTIVE_DATE"
"MC035095","03022493","COMMON","04/02/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC1562006","04096872","COMMON","04/01/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC1578834","04125798","COMMON","04/03/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC1221256","03598254","COMMON","04/01/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC1343578","03767357","COMMON","04/03/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC1395271","03762405","CONTRACT","04/03/2024","INVOLUNTARY REVOCATION","05/06/2024"
"MC089146","03123249","COMMON","03/29/2024","INVOLUNTARY REVOCATION","05/01/2024"
"MC1036334","03278812","COMMON","03/28/2024","INVOLUNTARY REVOCATION","04/30/2024"
"MC1387979","03828593","COMMON","03/28/2024","INVOLUNTARY REVOCATION","04/30/2024"
"MC1115475","03437459","BROKER","03/25/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC1153295","03497654","COMMON","03/26/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC1443730","03482515","COMMON","03/26/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC1449851","03920307","COMMON","03/25/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC1568993","04108899","COMMON","03/26/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC742086","02137231","COMMON","03/26/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC742086","02137231","CONTRACT","03/26/2024","INVOLUNTARY REVOCATION","04/29/2024"
"MC1245422","03632856","COMMON","03/21/2024","INVOLUNTARY REVOCATION","04/23/2024"
"MC1539083","04054683","BROKER","03/21/2024","INVOLUNTARY REVOCATION","04/23/2024"
"MC100154","03125546","CONTRACT","03/20/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1117829","03441441","COMMON","03/19/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1188453","03549833","COMMON","03/19/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1216294","03590956","COMMON","03/20/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1361033","03791434","COMMON","03/20/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1440058","02294907","COMMON","03/18/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1503934","04001332","COMMON","03/20/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC1615475","04018925","COMMON","03/18/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC468989","01170561","CONTRACT","03/18/2024","INVOLUNTARY REVOCATION","04/22/2024"
"MC798320","02338023","COMMON","","VOLUNTARY REVOCATION",""
"MC798320","02338023","COMMON","","VOLUNTARY REVOCATION",""
"MC867971","02480664","COMMON","","VOLUNTARY REVOCATION",""
"MC1162968","03512279","COMMON","03/12/2024","INVOLUNTARY REVOCATION","04/15/2024"
"MC1293270","02947184","COMMON","03/11/2024","INVOLUNTARY REVOCATION","04/15/2024"
"MC1343388","03580812","COMMON","03/11/2024","INVOLUNTARY REVOCATION","04/15/2024"
"MC1425189","03882961","COMMON","03/12/2024","INVOLUNTARY REVOCATION","04/15/2024"
"MC1593377","03357815","COMMON","03/12/2024","INVOLUNTARY REVOCATION","04/15/2024"
"MC031058","04226075","COMMON","03/08/2024","INVOLUNTARY REVOCATION","04/10/2024"
"MC1456184","03929848","COMMON","03/07/2024","INVOLUNTARY REVOCATION","04/09/2024"
"MC544031","01439783","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1199326","03565709","COMMON","03/04/2024","INVOLUNTARY REVOCATION","04/08/2024"
"MC1419044","03873567","COMMON","03/06/2024","INVOLUNTARY REVOCATION","04/08/2024"
"MC1489114","03976570","COMMON","03/05/2024","INVOLUNTARY REVOCATION","04/08/2024"
"MC669932","01849944","COMMON","02/26/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1048269","03052997","COMMON","02/28/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1196031","03561181","COMMON","02/26/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1575638","04120153","COMMON","02/27/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1576897","04119858","COMMON","02/26/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1505408","04003570","COMMON","02/27/2024","INVOLUNTARY REVOCATION","04/01/2024"
"MC1602326","04167480","COMMON","02/23/2024","INVOLUNTARY REVOCATION","03/27/2024"
"MC1603776","03887053","BROKER","02/23/2024","INVOLUNTARY REVOCATION","03/27/2024"
"MC1119960","03445112","COMMON","02/23/2024","INVOLUNTARY REVOCATION","03/27/2024"
"MC1315916","03729461","COMMON","02/23/2024","INVOLUNTARY REVOCATION","03/27/2024"
"MC985052","03208551","COMMON","02/22/2024","INVOLUNTARY REVOCATION","03/26/2024"
"MC1081081","03371778","COMMON","02/22/2024","INVOLUNTARY REVOCATION","03/26/2024"
"MC1173649","03528247","COMMON","02/22/2024","INVOLUNTARY REVOCATION","03/26/2024"
"MC1192131","03555320","COMMON","02/20/2024","INVOLUNTARY REVOCATION","03/25/2024"
"MC1567599","04106505","COMMON","02/20/2024","INVOLUNTARY REVOCATION","03/25/2024"
"MC1577347","04123150","COMMON","02/20/2024","INVOLUNTARY REVOCATION","03/25/2024"
"MC1207880","03578426","COMMON","02/16/2024","INVOLUNTARY REVOCATION","03/20/2024"
"MC1247002","03635232","COMMON","02/16/2024","INVOLUNTARY REVOCATION","03/20/2024"
"MC1233010","03615412","COMMON","02/15/2024","INVOLUNTARY REVOCATION","03/19/2024"
"MC1487085","03975836","COMMON","02/12/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC1591283","04147168","COMMON","02/12/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC061460","03071647","COMMON","02/12/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC1040144","03286855","COMMON","02/14/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC1164857","03515184","COMMON","02/13/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC1351633","03778349","COMMON","02/13/2024","INVOLUNTARY REVOCATION","03/18/2024"
"MC807058","02971892","COMMON","02/09/2024","INVOLUNTARY REVOCATION","03/13/2024"
"MC1179141","03536397","COMMON","02/09/2024","INVOLUNTARY REVOCATION","03/13/2024"
"MC016574","02985925","CONTRACT","02/08/2024","INVOLUNTARY REVOCATION","03/12/2024"
"MC1414442","03866852","COMMON","02/08/2024","INVOLUNTARY REVOCATION","03/12/2024"
"MC445058","01049617","CONTRACT","02/07/2024","INVOLUNTARY REVOCATION","03/11/2024"
"MC1514620","03421607","COMMON","02/07/2024","VOLUNTARY REVOCATION",""
"MC1521707","04029089","COMMON","02/01/2024","INVOLUNTARY REVOCATION","03/05/2024"
"MC1590598","04145971","COMMON","02/01/2024","INVOLUNTARY REVOCATION","03/05/2024"
"MC896307","02566532","COMMON","01/31/2024","INVOLUNTARY REVOCATION","03/04/2024"
"MC1129773","03461109","COMMON","01/25/2024","INVOLUNTARY REVOCATION","02/27/2024"
"MC1421755","03057512","COMMON","01/25/2024","INVOLUNTARY REVOCATION","02/27/2024"
"MC902143","02578143","COMMON","01/22/2024","INVOLUNTARY REVOCATION","02/26/2024"
"MC1036537","03279192","COMMON","01/24/2024","INVOLUNTARY REVOCATION","02/26/2024"
"MC1414176","03866454","COMMON","01/24/2024","INVOLUNTARY REVOCATION","02/26/2024"
"MC1582567","04132192","COMMON","01/22/2024","INVOLUNTARY REVOCATION","02/26/2024"
"MC1594161","04152133","COMMON","","VOLUNTARY REVOCATION",""
"MC865998","02499047","CONTRACT","01/17/2024","INVOLUNTARY REVOCATION","02/20/2024"
"MC1021338","03247556","COMMON","01/16/2024","INVOLUNTARY REVOCATION","02/20/2024"
"MC714865","02036900","COMMON","","VOLUNTARY REVOCATION",""
"MC1537142","04054549","COMMON","01/16/2024","INVOLUNTARY REVOCATION","02/20/2024"
"MC468989","01170561","CONTRACT","01/16/2024","INVOLUNTARY REVOCATION","02/20/2024"
"MC1368227","03934006","BROKER","","VOLUNTARY REVOCATION",""
"MC1561931","04096758","COMMON","","VOLUNTARY REVOCATION",""
"MC111452","03161381","COMMON","01/12/2024","INVOLUNTARY REVOCATION","02/14/2024"
"MC1246985","03635209","COMMON","01/11/2024","INVOLUNTARY REVOCATION","02/13/2024"
"MC1526193","01863000","CONTRACT","01/11/2024","INVOLUNTARY REVOCATION","02/13/2024"
"MC558576","01481394","COMMON","01/08/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC813003","02369935","CONTRACT","01/08/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC1107403","03423683","COMMON","01/08/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC1239831","03625226","COMMON","01/10/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC1523239","04031475","COMMON","01/08/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC1597331","04157820","COMMON","01/10/2024","INVOLUNTARY REVOCATION","02/12/2024"
"MC645507","01767332","CONTRACT","","VOLUNTARY REVOCATION","02/09/2024"
"MC1159599","03507077","COMMON","01/05/2024","INVOLUNTARY REVOCATION","02/07/2024"
"MC911214","02596071","CONTRACT","01/04/2024","INVOLUNTARY REVOCATION","02/06/2024"
"MC924743","02725957","COMMON","01/04/2024","INVOLUNTARY REVOCATION","02/06/2024"
"MC1310264","03721727","COMMON","01/02/2024","INVOLUNTARY REVOCATION","02/05/2024"
"MC1371035","03805079","COMMON","01/02/2024","INVOLUNTARY REVOCATION","02/05/2024"
"MC123734","03177794","BROKER","01/08/2024","VOLUNTARY REVOCATION",""
"MC636548","01738088","CONTRACT","01/03/2024","INVOLUNTARY REVOCATION","02/05/2024"
"MC1286974","03690043","COMMON","12/29/2023","INVOLUNTARY REVOCATION","01/31/2024"
"MC1369239","03802548","COMMON","12/29/2023","INVOLUNTARY REVOCATION","01/31/2024"
"MC1099971","03411252","COMMON","12/26/2023","INVOLUNTARY REVOCATION","01/29/2024"
"MC1136118","03471022","COMMON","12/27/2023","INVOLUNTARY REVOCATION","01/29/2024"
"MC1509046","04009190","COMMON","12/27/2023","INVOLUNTARY REVOCATION","01/29/2024"
"MC1572592","04115006","COMMON","12/22/2023","INVOLUNTARY REVOCATION","01/24/2024"
"MC763843","02093111","COMMON","12/21/2023","INVOLUNTARY REVOCATION","01/23/2024"
"MC1226041","03558946","COMMON","12/21/2023","INVOLUNTARY REVOCATION","01/23/2024"
"MC1552493","03747766","COMMON","12/18/2023","INVOLUNTARY REVOCATION","01/22/2024"
"MC1557798","04089939","COMMON","12/19/2023","INVOLUNTARY REVOCATION","01/22/2024"
"MC031217","03014985","COMMON","12/20/2023","INVOLUNTARY REVOCATION","01/22/2024"
"MC1223902","03602086","COMMON","12/19/2023","INVOLUNTARY REVOCATION","01/22/2024"
"MC1367928","03800753","COMMON","12/19/2023","INVOLUNTARY REVOCATION","01/22/2024"
"MC967480","02882626","COMMON","12/15/2023","INVOLUNTARY REVOCATION","01/17/2024"
"MC1282561","03684012","COMMON","12/15/2023","INVOLUNTARY REVOCATION","01/17/2024"
"MC1451480","03922768","COMMON","12/11/2023","INVOLUNTARY REVOCATION","01/16/2024"
"MC1558091","04090143","COMMON","12/11/2023","INVOLUNTARY REVOCATION","01/16/2024"
"MC1563367","04099250","COMMON","12/13/2023","INVOLUNTARY REVOCATION","01/16/2024"
"MC1585308","04136958","COMMON","12/12/2023","INVOLUNTARY REVOCATION","01/16/2024"
"MC1364848","03796596","COMMON","12/06/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1425189","03882961","COMMON","12/05/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1470401","03950945","COMMON","12/06/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1030814","03267126","COMMON","12/06/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1082123","03374007","BROKER","12/05/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1299607","03707222","COMMON","12/04/2023","INVOLUNTARY REVOCATION","01/08/2024"
"MC1458897","03933894","COMMON","12/01/2023","INVOLUNTARY REVOCATION","01/03/2024"
"MC1453449","03923710","COMMON","11/27/2023","INVOLUNTARY REVOCATION","01/02/2024"
"MC1536563","04053540","COMMON","11/27/2023","INVOLUNTARY REVOCATION","01/02/2024"
"MC930091","02785467","COMMON","11/28/2023","INVOLUNTARY REVOCATION","01/02/2024"
"MC1126359","03455691","COMMON","11/28/2023","INVOLUNTARY REVOCATION","01/02/2024"
"MC1352376","03779432","COMMON","","VOLUNTARY REVOCATION",""
"MC1377007","03798973","COMMON","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1396941","03503460","COMMON","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1396941","03503460","CONTRACT","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1421755","03057512","COMMON","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1430939","03891656","COMMON","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1502068","03998391","BROKER","11/24/2023","INVOLUNTARY REVOCATION","12/27/2023"
"MC1496896","03990527","COMMON","11/20/2023","INVOLUNTARY REVOCATION","12/26/2023"
"MC1519630","02987436","COMMON","11/22/2023","INVOLUNTARY REVOCATION","12/26/2023"
"MC704797","01981517","CONTRACT","11/21/2023","INVOLUNTARY REVOCATION","12/26/2023"
"MC1269882","03666749","COMMON","11/17/2023","INVOLUNTARY REVOCATION","12/20/2023"
"MC1524229","04033113","COMMON","11/16/2023","INVOLUNTARY REVOCATION","12/19/2023"
"MC413201","00994549","COMMON","11/14/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC858437","02477691","CONTRACT","11/13/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1056587","03320748","COMMON","11/13/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1172620","03526810","COMMON","11/15/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1192152","03555344","COMMON","11/13/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1267176","03662996","COMMON","11/13/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1404221","03851804","COMMON","11/15/2023","INVOLUNTARY REVOCATION","12/18/2023"
"MC1194848","03559273","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1515487","04019156","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1259536","03652532","COMMON","11/06/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1525773","04035484","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1575586","04120060","COMMON","11/06/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1577818","04123926","COMMON","11/07/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC070827","03088924","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1414176","03866454","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1486858","03975470","COMMON","11/08/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1491420","03982380","COMMON","11/06/2023","INVOLUNTARY REVOCATION","12/11/2023"
"MC1068717","03345723","COMMON","11/03/2023","INVOLUNTARY REVOCATION","12/06/2023"
"MC1216294","03590956","COMMON","11/02/2023","INVOLUNTARY REVOCATION","12/05/2023"
"MC096058","03136089","COMMON","11/01/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1094982","03401565","COMMON","10/30/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1137413","03473177","COMMON","10/30/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1170082","03348135","COMMON","10/30/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1174685","03529773","COMMON","11/01/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1218751","03594568","COMMON","11/01/2023","INVOLUNTARY REVOCATION","12/04/2023"
"MC1051724","03310980","COMMON","","VOLUNTARY REVOCATION",""
"MC1567434","04102449","COMMON","10/26/2023","INVOLUNTARY REVOCATION","11/28/2023"
"MC1217411","03592605","COMMON","10/25/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC1248888","03637823","COMMON","10/24/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC1295256","03701384","COMMON","10/25/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC1520964","04027881","COMMON","10/23/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC399570","03535702","CONTRACT","10/24/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC702457","01983827","COMMON","10/23/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC040417","03032966","COMMON","10/25/2023","INVOLUNTARY REVOCATION","11/27/2023"
"MC997984","02947904","COMMON","10/03/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC071669","03090427","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC089403","03123764","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC095594","03135223","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC1146272","03486862","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC1266439","03661984","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC024576","03001995","COMMON","10/20/2023","INVOLUNTARY REVOCATION","11/22/2023"
"MC1332735","03752609","COMMON","10/19/2023","INVOLUNTARY REVOCATION","11/21/2023"
"MC994544","02940228","COMMON","10/16/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC007965","02825289","COMMON","10/18/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC809843","02362688","COMMON","10/16/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC1178539","03535461","COMMON","10/16/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC1289981","03694187","COMMON","10/17/2023","INVOLUNTARY REVOCATION","11/20/2023"
"MC1098534","03408800","COMMON","10/13/2023","INVOLUNTARY REVOCATION","11/15/2023"
"MC1363758","02439688","COMMON","10/12/2023","INVOLUNTARY REVOCATION","11/14/2023"
"MC820477","02390691","COMMON","10/12/2023","INVOLUNTARY REVOCATION","11/14/2023"
"MC1170125","03523099","COMMON","10/12/2023","INVOLUNTARY REVOCATION","11/14/2023"
"MC987038","02925375","COMMON","10/10/2023","INVOLUNTARY REVOCATION","11/13/2023"
"MC991706","02502093","COMMON","10/05/2023","INVOLUNTARY REVOCATION","11/07/2023"
"MC1310630","03722250","COMMON","10/02/2023","INVOLUNTARY REVOCATION","11/06/2023"
"MC1356275","03113347","COMMON","10/02/2023","INVOLUNTARY REVOCATION","11/06/2023"
"MC534682","01411508","COMMON","10/02/2023","INVOLUNTARY REVOCATION","11/06/2023"
"MC1048698","03304713","COMMON","09/29/2023","INVOLUNTARY REVOCATION","11/01/2023"
"MC1417488","03871406","COMMON","09/25/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC1452366","03924045","COMMON","09/26/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC1456184","03929848","COMMON","09/25/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC962565","02870798","COMMON","09/26/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC988210","02927747","BROKER","09/25/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC109851","03105842","CONTRACT","09/27/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC1078418","03365533","COMMON","09/26/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC1281515","03623259","COMMON","09/26/2023","INVOLUNTARY REVOCATION","10/30/2023"
"MC1277891","03677771","COMMON","09/22/2023","INVOLUNTARY REVOCATION","10/25/2023"
"MC1470072","03950508","COMMON","09/22/2023","INVOLUNTARY REVOCATION","10/25/2023"
"MC869507","02405915","COMMON","09/19/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC1025402","03255556","COMMON","09/19/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC1076476","03361370","COMMON","09/18/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC003288","02958503","COMMON","","VOLUNTARY REVOCATION",""
"MC003288","02958503","COMMON","","VOLUNTARY REVOCATION",""
"MC1516491","04020758","COMMON","09/20/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC605965","01645367","COMMON","09/18/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC709019","02011810","CONTRACT","09/19/2023","INVOLUNTARY REVOCATION","10/23/2023"
"MC1488476","03977939","COMMON","","VOLUNTARY REVOCATION",""
"MC1488476","03977939","COMMON","","VOLUNTARY REVOCATION",""
"MC1286822","03689846","COMMON","09/11/2023","INVOLUNTARY REVOCATION","10/16/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1068717","03345723","COMMON","09/08/2023","INVOLUNTARY REVOCATION","10/11/2023"
"MC1417051","03870736","COMMON","09/08/2023","INVOLUNTARY REVOCATION","10/11/2023"
"MC1028189","03121968","COMMON","","VOLUNTARY REVOCATION",""
"MC524724","02234302","BROKER","09/05/2023","INVOLUNTARY REVOCATION","10/10/2023"
"MC1236447","03620396","COMMON","09/06/2023","INVOLUNTARY REVOCATION","10/10/2023"
"MC1329505","03748228","COMMON","","VOLUNTARY REVOCATION",""
"MC954913","02847301","COMMON","09/01/2023","INVOLUNTARY REVOCATION","10/04/2023"
"MC1441482","03907639","COMMON","","VOLUNTARY REVOCATION",""
"MC1461365","03937635","COMMON","08/31/2023","INVOLUNTARY REVOCATION","10/03/2023"
"MC089146","03123249","COMMON","08/28/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC186125","03202623","COMMON","08/28/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC1405042","03853018","COMMON","08/30/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC1446921","03915878","COMMON","08/29/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC1505195","04003250","COMMON","08/30/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC079479","03104617","COMMON","09/05/2023","VOLUNTARY REVOCATION",""
"MC079479","03104617","COMMON","","VOLUNTARY REVOCATION",""
"MC079479","03104617","COMMON","","VOLUNTARY REVOCATION",""
"MC941188","02822043","COMMON","08/28/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC1563854","04100070","COMMON","08/29/2023","INVOLUNTARY REVOCATION","10/02/2023"
"MC1537142","04054549","COMMON","08/25/2023","INVOLUNTARY REVOCATION","09/27/2023"
"MC1503990","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC102543","03146755","COMMON","08/24/2023","INVOLUNTARY REVOCATION","09/26/2023"
"MC1293963","03699658","COMMON","08/24/2023","INVOLUNTARY REVOCATION","09/26/2023"
"MC1305737","03715542","COMMON","08/24/2023","INVOLUNTARY REVOCATION","09/26/2023"
"MC1421755","03057512","COMMON","08/24/2023","INVOLUNTARY REVOCATION","09/26/2023"
"MC1565142","04102410","COMMON","","VOLUNTARY REVOCATION",""
"MC1194488","03558754","COMMON","08/23/2023","INVOLUNTARY REVOCATION","09/25/2023"
"MC1278162","03678152","COMMON","08/23/2023","INVOLUNTARY REVOCATION","09/25/2023"
"MC1366170","03798380","COMMON","08/21/2023","INVOLUNTARY REVOCATION","09/25/2023"
"MC633075","01727673","COMMON","08/22/2023","INVOLUNTARY REVOCATION","09/25/2023"
"MC1007202","03219407","COMMON","08/23/2023","INVOLUNTARY REVOCATION","09/25/2023"
"MC1501976","03998245","COMMON","","VOLUNTARY REVOCATION",""
"MC1329907","02861272","COMMON","08/18/2023","INVOLUNTARY REVOCATION","09/20/2023"
"MC1135066","03469318","COMMON","08/14/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC1291335","03696038","COMMON","08/14/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC1521187","04028232","COMMON","08/16/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC702608","00947307","CONTRACT","08/15/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC918617","02637301","COMMON","08/15/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC918617","02637301","CONTRACT","08/15/2023","INVOLUNTARY REVOCATION","09/18/2023"
"MC1027504","03256689","COMMON","08/11/2023","INVOLUNTARY REVOCATION","09/13/2023"
"MC1175913","03531629","COMMON","08/11/2023","INVOLUNTARY REVOCATION","09/13/2023"
"MC1186765","03547405","COMMON","08/11/2023","INVOLUNTARY REVOCATION","09/13/2023"
"MC1057950","02417158","COMMON","08/10/2023","INVOLUNTARY REVOCATION","09/12/2023"
"MC1285866","03688527","COMMON","08/10/2023","INVOLUNTARY REVOCATION","09/12/2023"
"MC1122882","03110594","COMMON","08/08/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC1165299","03515909","COMMON","08/08/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC1443917","03911310","COMMON","","VOLUNTARY REVOCATION",""
"MC1251115","03640980","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC1457662","03932079","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC368053","00830331","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC992595","02937021","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC083183","03087244","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC1119130","03443691","COMMON","08/07/2023","INVOLUNTARY REVOCATION","09/11/2023"
"MC1353982","03781692","COMMON","08/04/2023","INVOLUNTARY REVOCATION","09/06/2023"
"MC1369239","03802548","COMMON","08/04/2023","INVOLUNTARY REVOCATION","09/06/2023"
"MC1291137","03695771","COMMON","08/03/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1325217","03742307","COMMON","07/31/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1483782","03970906","COMMON","08/01/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1125396","03454105","COMMON","08/03/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1127294","03382484","COMMON","08/02/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1532457","04046555","COMMON","07/31/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1537947","04049610","COMMON","08/02/2023","INVOLUNTARY REVOCATION","09/05/2023"
"MC1538118","04056167","COMMON","","VOLUNTARY REVOCATION",""
"MC1060730","03329408","BROKER","07/27/2023","INVOLUNTARY REVOCATION","08/29/2023"
"MC1146679","03487504","COMMON","07/25/2023","INVOLUNTARY REVOCATION","08/28/2023"
"MC1268793","03665254","COMMON","07/24/2023","INVOLUNTARY REVOCATION","08/28/2023"
"MC1415560","03868493","COMMON","07/25/2023","INVOLUNTARY REVOCATION","08/28/2023"
"MC768948","02253797","CONTRACT","07/25/2023","INVOLUNTARY REVOCATION","08/28/2023"
"MC375176","00843772","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1373625","02956521","COMMON","07/21/2023","INVOLUNTARY REVOCATION","08/23/2023"
"MC006160","02963574","COMMON","07/18/2023","INVOLUNTARY REVOCATION","08/21/2023"
"MC117612","03162376","COMMON","07/19/2023","INVOLUNTARY REVOCATION","08/21/2023"
"MC1188836","03550392","COMMON","07/19/2023","INVOLUNTARY REVOCATION","08/21/2023"
"MC1261017","03654575","COMMON","08/09/2023","VOLUNTARY REVOCATION",""
"MC1247509","03635912","COMMON","07/14/2023","INVOLUNTARY REVOCATION","08/16/2023"
"MC1106902","03422381","CONTRACT","07/13/2023","INVOLUNTARY REVOCATION","08/15/2023"
"MC112969","03163645","COMMON","07/10/2023","INVOLUNTARY REVOCATION","08/14/2023"
