"DOCKET_NUMBER","DOT_NUMBER","OPERATING_AUTHORITY_REGISTRATION_TYPE","SERVE_DATE","REVOCATION_TYPE","EFFECTIVE_DATE"
"MC1081038","03371683","COMMON","01/28/2021","INVOLUNTARY REVOCATION","03/02/2021"
"MC1071286","03350880","COMMON","01/25/2021","INVOLUNTARY REVOCATION","03/01/2021"
"MC1123083","03450318","BROKER","01/25/2021","INVOLUNTARY REVOCATION","03/01/2021"
"MC1084387","03379402","COMMON","01/12/2021","INVOLUNTARY REVOCATION","02/16/2021"
"MC042063","03036043","COMMON","01/07/2021","INVOLUNTARY REVOCATION","02/09/2021"
"MC190547","03307983","COMMON","12/30/2020","INVOLUNTARY REVOCATION","02/01/2021"
"MC941635","02822901","BROKER","12/24/2020","INVOLUNTARY REVOCATION","01/26/2021"
"MC1098534","03408800","COMMON","12/24/2020","INVOLUNTARY REVOCATION","01/26/2021"
"MC208618","02399419","COMMON","12/21/2020","INVOLUNTARY REVOCATION","01/25/2021"
"MC813003","02369935","CONTRACT","12/22/2020","INVOLUNTARY REVOCATION","01/25/2021"
"MC925480","02779878","COMMON","12/21/2020","INVOLUNTARY REVOCATION","01/25/2021"
"MC925480","02779878","CONTRACT","12/21/2020","INVOLUNTARY REVOCATION","01/25/2021"
"MC085660","03116663","COMMON","12/21/2020","INVOLUNTARY REVOCATION","01/25/2021"
"MC782770","01754381","CONTRACT","12/18/2020","INVOLUNTARY REVOCATION","01/20/2021"
"MC1106897","03422809","COMMON","12/17/2020","INVOLUNTARY REVOCATION","01/19/2021"
"MC107098","01260042","COMMON","12/07/2020","INVOLUNTARY REVOCATION","01/11/2021"
"MC186125","03202623","COMMON","11/30/2020","INVOLUNTARY REVOCATION","01/04/2021"
"MC840595","02339463","COMMON","11/24/2020","INVOLUNTARY REVOCATION","12/28/2020"
"MC027453","03007763","COMMON","11/23/2020","INVOLUNTARY REVOCATION","12/28/2020"
"MC051795","03054847","COMMON","11/20/2020","INVOLUNTARY REVOCATION","12/23/2020"
"MC1148839","03811870","COMMON","11/20/2020","INVOLUNTARY REVOCATION","12/23/2020"
"MC1148839","03811870","CONTRACT","11/20/2020","INVOLUNTARY REVOCATION","12/23/2020"
"MC816440","02377993","COMMON","11/09/2020","INVOLUNTARY REVOCATION","12/14/2020"
"MC055542","03036443","COMMON","11/03/2020","INVOLUNTARY REVOCATION","12/07/2020"
"MC139722","00161468","CONTRACT","10/30/2020","INVOLUNTARY REVOCATION","12/02/2020"
"MC061460","03071647","COMMON","10/30/2020","INVOLUNTARY REVOCATION","12/02/2020"
"MC928826","03122489","CONTRACT","10/29/2020","INVOLUNTARY REVOCATION","12/01/2020"
"MC1031543","03268738","COMMON","10/27/2020","INVOLUNTARY REVOCATION","11/30/2020"
"MC111719","03161795","COMMON","","VOLUNTARY REVOCATION",""
"MC517779","01340628","COMMON","10/23/2020","INVOLUNTARY REVOCATION","11/25/2020"
"MC1053228","03314029","COMMON","","VOLUNTARY REVOCATION",""
"MC1111368","03430583","COMMON","10/21/2020","INVOLUNTARY REVOCATION","11/23/2020"
"MC1071242","03350794","COMMON","10/15/2020","INVOLUNTARY REVOCATION","11/17/2020"
"MC1080530","01299992","COMMON","10/15/2020","INVOLUNTARY REVOCATION","11/17/2020"
"MC807058","02971892","COMMON","10/14/2020","INVOLUNTARY REVOCATION","11/16/2020"
"MC896173","02566228","COMMON","10/13/2020","INVOLUNTARY REVOCATION","11/16/2020"
"MC896173","02566228","CONTRACT","10/13/2020","INVOLUNTARY REVOCATION","11/16/2020"
"MC438379","01001665","COMMON","","VOLUNTARY REVOCATION",""
"MC987038","02925375","COMMON","10/08/2020","INVOLUNTARY REVOCATION","11/10/2020"
"MC750744","02160130","CONTRACT","10/05/2020","INVOLUNTARY REVOCATION","11/09/2020"
"MC828004","02406606","BROKER","10/05/2020","INVOLUNTARY REVOCATION","11/09/2020"
"MC085616","03116566","COMMON","10/06/2020","INVOLUNTARY REVOCATION","11/09/2020"
"MC809843","02362688","COMMON","10/02/2020","INVOLUNTARY REVOCATION","11/04/2020"
"MC040466","03033071","COMMON","09/28/2020","INVOLUNTARY REVOCATION","11/02/2020"
"MC942690","02824890","COMMON","09/23/2020","INVOLUNTARY REVOCATION","10/26/2020"
"MC707484","02005298","COMMON","09/18/2020","INVOLUNTARY REVOCATION","10/21/2020"
"MC111455","03161388","COMMON","","VOLUNTARY REVOCATION",""
"MC111455","03161388","COMMON","","VOLUNTARY REVOCATION",""
"MC1005660","03216446","COMMON","09/16/2020","INVOLUNTARY REVOCATION","10/19/2020"
"MC1090948","03849333","COMMON","09/09/2020","INVOLUNTARY REVOCATION","10/13/2020"
"MC353654","00530803","COMMON","09/01/2020","INVOLUNTARY REVOCATION","10/05/2020"
"MC815473","02375778","COMMON","09/02/2020","INVOLUNTARY REVOCATION","10/05/2020"
"MC004100","02960012","COMMON","08/31/2020","INVOLUNTARY REVOCATION","10/05/2020"
"MC171391","02126725","COMMON","08/31/2020","INVOLUNTARY REVOCATION","10/05/2020"
"MC112276","03004519","COMMON","","VOLUNTARY REVOCATION",""
"MC902143","02578143","COMMON","08/19/2020","INVOLUNTARY REVOCATION","09/21/2020"
"MC112710","03163247","COMMON","08/17/2020","INVOLUNTARY REVOCATION","09/21/2020"
"MC137395","03192027","COMMON","08/17/2020","INVOLUNTARY REVOCATION","09/21/2020"
"MC1030094","02724972","COMMON","08/12/2020","INVOLUNTARY REVOCATION","09/14/2020"
"MC1030094","02724972","CONTRACT","08/12/2020","INVOLUNTARY REVOCATION","09/14/2020"
"MC1104806","03419190","COMMON","08/12/2020","INVOLUNTARY REVOCATION","09/14/2020"
"MC283147","03313025","CONTRACT","08/10/2020","INVOLUNTARY REVOCATION","09/14/2020"
"MC089146","03123249","COMMON","08/10/2020","INVOLUNTARY REVOCATION","09/14/2020"
"MC1109514","03427326","COMMON","09/03/2020","VOLUNTARY REVOCATION",""
"MC1089820","03391013","COMMON","08/07/2020","INVOLUNTARY REVOCATION","09/09/2020"
"MC775072","02201313","BROKER","08/06/2020","INVOLUNTARY REVOCATION","09/08/2020"
"MC1051555","03310668","COMMON","08/04/2020","INVOLUNTARY REVOCATION","09/08/2020"
"MC1067484","03343287","BROKER","08/03/2020","INVOLUNTARY REVOCATION","09/08/2020"
"MC1073979","03356340","COMMON","08/05/2020","INVOLUNTARY REVOCATION","09/08/2020"
"MC049869","03051118","COMMON","07/30/2020","VOLUNTARY REVOCATION",""
"MC703935","01990148","COMMON","07/29/2020","INVOLUNTARY REVOCATION","08/31/2020"
"MC965910","02878146","COMMON","07/23/2020","INVOLUNTARY REVOCATION","08/25/2020"
"MC111120","03160931","COMMON","07/20/2020","INVOLUNTARY REVOCATION","08/24/2020"
"MC133890","03189224","COMMON","07/20/2020","INVOLUNTARY REVOCATION","08/24/2020"
"MC1112012","03431647","COMMON","07/17/2020","INVOLUNTARY REVOCATION","08/19/2020"
"MC1058104","03323798","COMMON","07/16/2020","INVOLUNTARY REVOCATION","08/18/2020"
"MC1081169","03371963","COMMON","07/13/2020","INVOLUNTARY REVOCATION","08/17/2020"
"MC941635","02822901","COMMON","07/15/2020","INVOLUNTARY REVOCATION","08/17/2020"
"MC927119","02783247","COMMON","07/10/2020","INVOLUNTARY REVOCATION","08/12/2020"
"MC927119","02783247","CONTRACT","07/10/2020","INVOLUNTARY REVOCATION","08/12/2020"
"MC807058","02971892","COMMON","07/07/2020","INVOLUNTARY REVOCATION","08/10/2020"
"MC040434","03033001","COMMON","07/06/2020","INVOLUNTARY REVOCATION","08/10/2020"
"MC1050898","03309231","COMMON","07/06/2020","INVOLUNTARY REVOCATION","08/10/2020"
"MC1005511","03216149","COMMON","07/02/2020","INVOLUNTARY REVOCATION","08/04/2020"
"MC874475","02519420","COMMON","07/02/2020","INVOLUNTARY REVOCATION","08/04/2020"
"MC1011761","03228551","COMMON","06/29/2020","INVOLUNTARY REVOCATION","08/03/2020"
"MC1048269","03052997","COMMON","06/26/2020","INVOLUNTARY REVOCATION","07/29/2020"
"MC1075218","00932853","COMMON","06/26/2020","INVOLUNTARY REVOCATION","07/29/2020"
"MC1080532","03370492","COMMON","06/26/2020","INVOLUNTARY REVOCATION","07/29/2020"
"MC588047","02238129","BROKER","06/22/2020","INVOLUNTARY REVOCATION","07/27/2020"
"MC967705","02873395","COMMON","06/22/2020","INVOLUNTARY REVOCATION","07/27/2020"
"MC967705","02873395","CONTRACT","06/22/2020","INVOLUNTARY REVOCATION","07/27/2020"
"MC081547","03108745","COMMON","06/10/2020","VOLUNTARY REVOCATION",""
"MC1016295","03237604","COMMON","06/08/2020","INVOLUNTARY REVOCATION","07/13/2020"
"MC079479","03104617","COMMON","06/15/2020","VOLUNTARY REVOCATION",""
"MC094682","03133807","COMMON","06/03/2020","INVOLUNTARY REVOCATION","07/06/2020"
"MC055542","03036443","COMMON","05/29/2020","INVOLUNTARY REVOCATION","07/01/2020"
"MC926052","02781028","COMMON","05/26/2020","INVOLUNTARY REVOCATION","06/29/2020"
"MC966491","02880346","COMMON","05/26/2020","INVOLUNTARY REVOCATION","06/29/2020"
"MC047440","03045083","COMMON","05/27/2020","INVOLUNTARY REVOCATION","06/29/2020"
"MC994544","02940228","COMMON","05/22/2020","INVOLUNTARY REVOCATION","06/24/2020"
"MC862784","02972398","COMMON","05/21/2020","INVOLUNTARY REVOCATION","06/23/2020"
"MC1100467","03811870","COMMON","","VOLUNTARY REVOCATION",""
"MC836684","02427142","CONTRACT","05/11/2020","INVOLUNTARY REVOCATION","06/15/2020"
"MC956187","03445826","CONTRACT","05/11/2020","INVOLUNTARY REVOCATION","06/15/2020"
"MC105685","03152398","COMMON","05/13/2020","INVOLUNTARY REVOCATION","06/15/2020"
"MC1054945","04110944","COMMON","05/11/2020","INVOLUNTARY REVOCATION","06/15/2020"
"MC1094665","03400897","COMMON","05/07/2020","INVOLUNTARY REVOCATION","06/09/2020"
"MC342128","00758423","COMMON","05/06/2020","INVOLUNTARY REVOCATION","06/08/2020"
"MC680266","01647889","COMMON","05/05/2020","INVOLUNTARY REVOCATION","06/08/2020"
"MC680266","01647889","CONTRACT","05/05/2020","INVOLUNTARY REVOCATION","06/08/2020"
"MC1087751","03386602","COMMON","05/04/2020","INVOLUNTARY REVOCATION","06/08/2020"
"MC809350","02361553","COMMON","05/06/2020","VOLUNTARY REVOCATION",""
"MC1032967","03271664","COMMON","05/01/2020","INVOLUNTARY REVOCATION","06/03/2020"
"MC869507","02405915","COMMON","04/27/2020","INVOLUNTARY REVOCATION","06/01/2020"
"MC517779","01340628","COMMON","04/21/2020","INVOLUNTARY REVOCATION","05/26/2020"
"MC712070","02025320","COMMON","04/20/2020","INVOLUNTARY REVOCATION","05/26/2020"
"MC838782","02447939","COMMON","04/10/2020","INVOLUNTARY REVOCATION","05/13/2020"
"MC333722","01238808","COMMON","04/06/2020","INVOLUNTARY REVOCATION","05/11/2020"
"MC728724","01149194","COMMON","04/07/2020","INVOLUNTARY REVOCATION","05/11/2020"
"MC728724","01149194","CONTRACT","04/07/2020","INVOLUNTARY REVOCATION","05/11/2020"
"MC753610","02020461","COMMON","04/06/2020","INVOLUNTARY REVOCATION","05/11/2020"
"MC024576","03001995","COMMON","04/06/2020","INVOLUNTARY REVOCATION","05/11/2020"
"MC063881","00424838","COMMON","04/01/2020","INVOLUNTARY REVOCATION","05/04/2020"
"MC1006499","03166749","COMMON","04/01/2020","INVOLUNTARY REVOCATION","05/04/2020"
"MC1021181","03247243","COMMON","03/30/2020","INVOLUNTARY REVOCATION","05/04/2020"
"MC721577","02062690","COMMON","","VOLUNTARY REVOCATION",""
"MC1051532","03310626","COMMON","","VOLUNTARY REVOCATION",""
"MC083183","03087244","COMMON","03/19/2020","INVOLUNTARY REVOCATION","04/21/2020"
"MC923032","01163501","COMMON","03/17/2020","INVOLUNTARY REVOCATION","04/20/2020"
"MC019923","02992865","COMMON","03/18/2020","INVOLUNTARY REVOCATION","04/20/2020"
"MC1086775","03384498","COMMON","03/06/2020","INVOLUNTARY REVOCATION","04/08/2020"
"MC888688","02550953","COMMON","03/05/2020","INVOLUNTARY REVOCATION","04/07/2020"
"MC116614","03168838","COMMON","03/02/2020","INVOLUNTARY REVOCATION","04/06/2020"
"MC085660","03116663","COMMON","03/02/2020","INVOLUNTARY REVOCATION","04/06/2020"
"MC1064048","03336302","COMMON","02/25/2020","INVOLUNTARY REVOCATION","03/30/2020"
"MC932472","02794306","CONTRACT","02/21/2020","INVOLUNTARY REVOCATION","03/25/2020"
"MC034085","03020455","COMMON","02/20/2020","INVOLUNTARY REVOCATION","03/24/2020"
"MC645507","01767332","CONTRACT","02/19/2020","INVOLUNTARY REVOCATION","03/23/2020"
"MC1020117","03245235","COMMON","02/18/2020","INVOLUNTARY REVOCATION","03/23/2020"
"MC605965","01645367","COMMON","02/06/2020","INVOLUNTARY REVOCATION","03/10/2020"
"MC843461","02443710","COMMON","02/06/2020","INVOLUNTARY REVOCATION","03/10/2020"
"MC062355","02491666","COMMON","02/03/2020","INVOLUNTARY REVOCATION","03/09/2020"
"MC1053212","03313990","COMMON","02/03/2020","INVOLUNTARY REVOCATION","03/09/2020"
"MC061460","03071647","COMMON","01/31/2020","INVOLUNTARY REVOCATION","03/04/2020"
"MC876034","02522914","CONTRACT","01/27/2020","INVOLUNTARY REVOCATION","03/02/2020"
"MC586831","01585090","CONTRACT","01/24/2020","INVOLUNTARY REVOCATION","02/26/2020"
"MC1044638","03824813","COMMON","01/24/2020","INVOLUNTARY REVOCATION","02/26/2020"
"MC413201","00994549","COMMON","01/21/2020","INVOLUNTARY REVOCATION","02/24/2020"
"MC942072","02823767","CONTRACT","01/21/2020","INVOLUNTARY REVOCATION","02/24/2020"
"MC056228","03062749","COMMON","01/13/2020","INVOLUNTARY REVOCATION","02/18/2020"
"MC1036537","03279192","COMMON","01/14/2020","INVOLUNTARY REVOCATION","02/18/2020"
"MC913991","02257790","COMMON","12/26/2019","INVOLUNTARY REVOCATION","01/28/2020"
"MC963892","02873590","COMMON","12/17/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC033663","03019700","COMMON","12/18/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC100154","03125546","CONTRACT","12/16/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC547533","01171032","CONTRACT","12/16/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC702457","01983827","COMMON","12/17/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC771818","02080819","COMMON","12/19/2019","INVOLUNTARY REVOCATION","01/21/2020"
"MC757716","02182226","CONTRACT","12/09/2019","INVOLUNTARY REVOCATION","01/13/2020"
"MC964430","02874636","COMMON","12/09/2019","INVOLUNTARY REVOCATION","01/13/2020"
"MC1057218","03321941","COMMON","12/02/2019","INVOLUNTARY REVOCATION","01/06/2020"
"MC879206","02530210","COMMON","11/29/2019","INVOLUNTARY REVOCATION","01/02/2020"
"MC898929","02571922","CONTRACT","11/25/2019","INVOLUNTARY REVOCATION","12/30/2019"
"MC982684","02916237","COMMON","11/14/2019","INVOLUNTARY REVOCATION","12/17/2019"
"MC967705","02873395","COMMON","11/12/2019","INVOLUNTARY REVOCATION","12/16/2019"
"MC967705","02873395","CONTRACT","11/12/2019","INVOLUNTARY REVOCATION","12/16/2019"
"MC1062091","03332237","COMMON","11/12/2019","INVOLUNTARY REVOCATION","12/16/2019"
"MC067418","03082469","COMMON","11/06/2019","INVOLUNTARY REVOCATION","12/09/2019"
"MC149848","03191808","CONTRACT","11/05/2019","INVOLUNTARY REVOCATION","12/09/2019"
"MC1013777","03215882","CONTRACT","11/04/2019","INVOLUNTARY REVOCATION","12/09/2019"
"MC004710","02961161","COMMON","","VOLUNTARY REVOCATION",""
"MC117855","03170384","COMMON","10/28/2019","INVOLUNTARY REVOCATION","12/02/2019"
"MC568893","01523221","CONTRACT","10/28/2019","INVOLUNTARY REVOCATION","12/02/2019"
"MC753610","02020461","COMMON","10/28/2019","INVOLUNTARY REVOCATION","12/02/2019"
"MC035095","03022493","COMMON","10/28/2019","INVOLUNTARY REVOCATION","12/02/2019"
"MC048871","03049095","COMMON","10/24/2019","INVOLUNTARY REVOCATION","11/26/2019"
"MC027453","03007763","COMMON","10/11/2019","INVOLUNTARY REVOCATION","11/13/2019"
"MC1031744","03269147","COMMON","10/11/2019","INVOLUNTARY REVOCATION","11/13/2019"
"MC815726","02376335","COMMON","09/30/2019","INVOLUNTARY REVOCATION","11/04/2019"
"MC081553","03108766","COMMON","09/25/2019","INVOLUNTARY REVOCATION","10/28/2019"
"MC987038","02925375","COMMON","09/13/2019","INVOLUNTARY REVOCATION","10/16/2019"
"MC1045117","03297148","COMMON","09/09/2019","INVOLUNTARY REVOCATION","10/15/2019"
"MC984216","02919707","COMMON","09/12/2019","INVOLUNTARY REVOCATION","10/15/2019"
"MC821069","02388917","CONTRACT","09/06/2019","INVOLUNTARY REVOCATION","10/09/2019"
"MC967480","02882626","COMMON","09/05/2019","INVOLUNTARY REVOCATION","10/08/2019"
"MC004100","02960012","COMMON","09/05/2019","INVOLUNTARY REVOCATION","10/08/2019"
"MC728724","01149194","COMMON","09/03/2019","INVOLUNTARY REVOCATION","10/07/2019"
"MC728724","01149194","CONTRACT","09/03/2019","INVOLUNTARY REVOCATION","10/07/2019"
"MC010357","02971551","COMMON","09/04/2019","INVOLUNTARY REVOCATION","10/07/2019"
"MC045696","03043040","COMMON","09/03/2019","INVOLUNTARY REVOCATION","10/07/2019"
"MC119260","03172412","COMMON","09/03/2019","INVOLUNTARY REVOCATION","10/07/2019"
"MC111452","03161381","COMMON","08/29/2019","INVOLUNTARY REVOCATION","10/01/2019"
"MC927485","01037203","CONTRACT","08/16/2019","INVOLUNTARY REVOCATION","09/18/2019"
"MC099063","03113622","COMMON","08/12/2019","INVOLUNTARY REVOCATION","09/16/2019"
"MC137395","03192027","COMMON","08/12/2019","INVOLUNTARY REVOCATION","09/16/2019"
"MC676378","01376747","COMMON","08/01/2019","INVOLUNTARY REVOCATION","09/03/2019"
"MC676378","01376747","CONTRACT","08/01/2019","INVOLUNTARY REVOCATION","09/03/2019"
"MC112276","03004519","COMMON","07/29/2019","INVOLUNTARY REVOCATION","09/03/2019"
"MC860766","02486227","COMMON","","VOLUNTARY REVOCATION",""
"MC111120","03160931","COMMON","07/18/2019","INVOLUNTARY REVOCATION","08/20/2019"
"MC464204","00887490","CONTRACT","07/09/2019","INVOLUNTARY REVOCATION","08/12/2019"
"MC665521","01835863","COMMON","07/08/2019","INVOLUNTARY REVOCATION","08/12/2019"
"MC1042622","02515000","COMMON","07/08/2019","INVOLUNTARY REVOCATION","08/12/2019"
"MC724354","02072888","CONTRACT","07/05/2019","INVOLUNTARY REVOCATION","08/07/2019"
"MC114702","03166190","COMMON","07/05/2019","INVOLUNTARY REVOCATION","08/07/2019"
"MC149921","03196028","COMMON","07/02/2019","INVOLUNTARY REVOCATION","08/05/2019"
"MC333722","01238808","BROKER","07/01/2019","INVOLUNTARY REVOCATION","08/05/2019"
"MC963745","02873275","COMMON","07/01/2019","INVOLUNTARY REVOCATION","08/05/2019"
"MC1036334","03278812","COMMON","","VOLUNTARY REVOCATION",""
"MC686177","01915316","COMMON","06/19/2019","INVOLUNTARY REVOCATION","07/22/2019"
"MC017030","02009490","CONTRACT","06/17/2019","INVOLUNTARY REVOCATION","07/22/2019"
"MC100154","03125546","CONTRACT","06/14/2019","INVOLUNTARY REVOCATION","07/17/2019"
"MC083840","03113281","COMMON","06/13/2019","INVOLUNTARY REVOCATION","07/16/2019"
"MC823517","02395298","CONTRACT","06/11/2019","INVOLUNTARY REVOCATION","07/15/2019"
"MC775461","02270858","COMMON","06/10/2019","INVOLUNTARY REVOCATION","07/15/2019"
"MC815473","02375778","COMMON","06/07/2019","INVOLUNTARY REVOCATION","07/10/2019"
"MC101971","03145588","COMMON","06/06/2019","INVOLUNTARY REVOCATION","07/09/2019"
"MC952004","02842105","COMMON","06/03/2019","INVOLUNTARY REVOCATION","07/08/2019"
"MC993376","02938562","COMMON","06/05/2019","INVOLUNTARY REVOCATION","07/08/2019"
"MC051289","03053826","COMMON","06/05/2019","INVOLUNTARY REVOCATION","07/08/2019"
"MC072192","03091861","COMMON","06/05/2019","INVOLUNTARY REVOCATION","07/08/2019"
"MC118702","03171485","COMMON","06/03/2019","INVOLUNTARY REVOCATION","07/08/2019"
"MC028559","03009918","COMMON","05/31/2019","INVOLUNTARY REVOCATION","07/03/2019"
"MC809843","02362688","COMMON","05/28/2019","INVOLUNTARY REVOCATION","07/01/2019"
"MC003288","02958503","COMMON","05/23/2019","INVOLUNTARY REVOCATION","06/25/2019"
"MC604980","01649867","COMMON","","VOLUNTARY REVOCATION",""
"MC066915","03081416","COMMON","05/17/2019","INVOLUNTARY REVOCATION","06/19/2019"
"MC1006558","03218169","COMMON","05/09/2019","INVOLUNTARY REVOCATION","06/11/2019"
"MC281233","00577994","COMMON","05/06/2019","INVOLUNTARY REVOCATION","06/10/2019"
"MC281233","00577994","CONTRACT","05/06/2019","INVOLUNTARY REVOCATION","06/10/2019"
"MC860447","01024429","COMMON","05/06/2019","INVOLUNTARY REVOCATION","06/10/2019"
"MC083183","03087244","COMMON","04/23/2019","INVOLUNTARY REVOCATION","05/28/2019"
"MC825902","02396364","COMMON","04/19/2019","INVOLUNTARY REVOCATION","05/22/2019"
"MC112710","03163247","COMMON","04/11/2019","INVOLUNTARY REVOCATION","05/14/2019"
"MC004710","02961161","COMMON","","VOLUNTARY REVOCATION",""
"MC004710","02961161","COMMON","","VOLUNTARY REVOCATION",""
"MC412754","00916508","CONTRACT","","VOLUNTARY REVOCATION",""
"MC087946","03120989","BROKER","04/04/2019","INVOLUNTARY REVOCATION","05/07/2019"
"MC020175","02902870","COMMON","03/29/2019","INVOLUNTARY REVOCATION","05/01/2019"
"MC082776","03111168","COMMON","","VOLUNTARY REVOCATION",""
"MC965233","02876278","COMMON","03/25/2019","INVOLUNTARY REVOCATION","04/29/2019"
"MC023065","02998998","COMMON","03/25/2019","INVOLUNTARY REVOCATION","04/29/2019"
"MC077944","03102202","COMMON","03/13/2019","INVOLUNTARY REVOCATION","04/15/2019"
"MC094961","03134263","COMMON","03/08/2019","INVOLUNTARY REVOCATION","04/10/2019"
"MC005060","02956064","CONTRACT","03/01/2019","INVOLUNTARY REVOCATION","04/03/2019"
"MC834073","01833263","COMMON","02/08/2019","INVOLUNTARY REVOCATION","03/13/2019"
"MC074630","03095938","COMMON","02/04/2019","INVOLUNTARY REVOCATION","03/11/2019"
"MC071669","03090427","COMMON","02/01/2019","INVOLUNTARY REVOCATION","03/06/2019"
"MC066543","03080710","COMMON","01/28/2019","INVOLUNTARY REVOCATION","03/04/2019"
"MC471959","01034074","CONTRACT","01/22/2019","INVOLUNTARY REVOCATION","02/25/2019"
"MC636548","01738088","CONTRACT","01/22/2019","INVOLUNTARY REVOCATION","02/25/2019"
"MC047440","03045083","COMMON","01/22/2019","INVOLUNTARY REVOCATION","02/25/2019"
"MC753610","02020461","COMMON","01/15/2019","INVOLUNTARY REVOCATION","02/19/2019"
"MC846778","02452654","COMMON","01/14/2019","INVOLUNTARY REVOCATION","02/19/2019"
"MC908502","03794622","COMMON","01/17/2019","INVOLUNTARY REVOCATION","02/19/2019"
"MC073534","03093990","COMMON","01/14/2019","INVOLUNTARY REVOCATION","02/19/2019"
"MC122995","03110290","COMMON","01/11/2019","INVOLUNTARY REVOCATION","02/13/2019"
"MC004478","01199005","COMMON","01/07/2019","INVOLUNTARY REVOCATION","02/11/2019"
"MC073447","02525335","COMMON","01/03/2019","INVOLUNTARY REVOCATION","02/05/2019"
"MC545513","00977230","CONTRACT","01/02/2019","INVOLUNTARY REVOCATION","02/04/2019"
"MC882696","00988086","COMMON","12/31/2018","INVOLUNTARY REVOCATION","02/04/2019"
"MC843574","02444689","COMMON","01/16/2019","VOLUNTARY REVOCATION",""
"MC080965","03107585","COMMON","01/23/2019","VOLUNTARY REVOCATION",""
"MC533705","01407907","CONTRACT","12/21/2018","INVOLUNTARY REVOCATION","01/23/2019"
"MC095317","03134841","COMMON","12/24/2018","VOLUNTARY REVOCATION",""
"MC061460","03071647","COMMON","12/17/2018","INVOLUNTARY REVOCATION","01/22/2019"
"MC913441","02608304","CONTRACT","12/10/2018","INVOLUNTARY REVOCATION","01/14/2019"
"MC090930","03126792","COMMON","11/30/2018","INVOLUNTARY REVOCATION","01/02/2019"
"MC536415","01417653","COMMON","11/28/2018","INVOLUNTARY REVOCATION","12/31/2018"
"MC062355","02491666","COMMON","11/26/2018","INVOLUNTARY REVOCATION","12/31/2018"
"MC107098","01260042","COMMON","11/28/2018","INVOLUNTARY REVOCATION","12/31/2018"
"MC636548","01738088","CONTRACT","11/20/2018","INVOLUNTARY REVOCATION","12/24/2018"
"MC078633","03103104","COMMON","11/20/2018","INVOLUNTARY REVOCATION","12/24/2018"
"MC865998","02499047","CONTRACT","11/16/2018","INVOLUNTARY REVOCATION","12/19/2018"
"MC982684","02916237","COMMON","11/13/2018","INVOLUNTARY REVOCATION","12/17/2018"
"MC645507","01767332","CONTRACT","","VOLUNTARY REVOCATION",""
"MC621563","01692567","COMMON","","VOLUNTARY REVOCATION",""
"MC763843","02093111","COMMON","11/01/2018","INVOLUNTARY REVOCATION","12/04/2018"
"MC466637","01165309","COMMON","10/25/2018","INVOLUNTARY REVOCATION","11/27/2018"
"MC085616","03116566","COMMON","10/22/2018","INVOLUNTARY REVOCATION","11/26/2018"
"MC112636","03163140","COMMON","10/22/2018","INVOLUNTARY REVOCATION","11/26/2018"
"MC116615","03168839","COMMON","10/24/2018","INVOLUNTARY REVOCATION","11/26/2018"
"MC876034","02522914","CONTRACT","10/15/2018","INVOLUNTARY REVOCATION","11/19/2018"
"MC079479","03104617","COMMON","10/01/2018","INVOLUNTARY REVOCATION","11/05/2018"
"MC928826","03122489","CONTRACT","09/28/2018","INVOLUNTARY REVOCATION","10/31/2018"
"MC726095","02079291","COMMON","09/24/2018","INVOLUNTARY REVOCATION","10/29/2018"
"MC987038","02925375","COMMON","09/13/2018","INVOLUNTARY REVOCATION","10/16/2018"
"MC479672","01204379","COMMON","08/31/2018","INVOLUNTARY REVOCATION","10/03/2018"
"MC993107","02913943","CONTRACT","08/31/2018","INVOLUNTARY REVOCATION","10/03/2018"
"MC104865","03151029","COMMON","08/30/2018","INVOLUNTARY REVOCATION","10/01/2018"
"MC464741","01151226","CONTRACT","08/29/2018","INVOLUNTARY REVOCATION","10/01/2018"
"MC944572","02828370","COMMON","08/29/2018","INVOLUNTARY REVOCATION","10/01/2018"
"MC047440","03045083","COMMON","08/16/2018","INVOLUNTARY REVOCATION","09/18/2018"
"MC043207","03038203","COMMON","08/06/2018","INVOLUNTARY REVOCATION","09/10/2018"
"MC093919","03132518","COMMON","07/25/2018","INVOLUNTARY REVOCATION","08/27/2018"
"MC358906","00790027","CONTRACT","07/23/2018","INVOLUNTARY REVOCATION","08/27/2018"
"MC942202","02799645","COMMON","07/20/2018","INVOLUNTARY REVOCATION","08/22/2018"
"MC500777","00507489","CONTRACT","07/19/2018","INVOLUNTARY REVOCATION","08/21/2018"
"MC035798","03023849","COMMON","07/17/2018","INVOLUNTARY REVOCATION","08/20/2018"
"MC517569","01344108","BROKER","07/12/2018","INVOLUNTARY REVOCATION","08/14/2018"
"MC464204","00887490","CONTRACT","07/09/2018","INVOLUNTARY REVOCATION","08/13/2018"
"MC004570","02940327","CONTRACT","07/09/2018","INVOLUNTARY REVOCATION","08/13/2018"
"MC289432","00529559","BROKER","","VOLUNTARY REVOCATION",""
"MC027453","03007763","COMMON","07/05/2018","INVOLUNTARY REVOCATION","08/07/2018"
